query	entrezgene	name	symbol	alias	taxid	HGNC
ABP1	28988	drebrin like	DBNL	ABP1, HIP-55, HIP55, SH3P7	9606	HGNC:2696
DBNL	28988	drebrin like	DBNL	ABP1, HIP-55, HIP55, SH3P7	9606	HGNC:2696
DBP	1628	D-box binding PAR bZIP transcription factor	DBP	DABP, taxREB302	9606	HGNC:2697
DBR1	51163	debranching RNA lariats 1	DBR1		9606	HGNC:15594
DBT	1629	dihydrolipoamide branched chain transacylase E2	DBT	BCATE2, BCKAD-E2, BCKADE2, BCKDH-E2, BCOADC-E2	9606	HGNC:2698
DBX1	120237	developing brain homeobox 1	DBX1		9606	HGNC:33185
DBX2	440097	developing brain homeobox 2	DBX2		9606	HGNC:33186
VPRBP	9730	DDB1 and CUL4 associated factor 1	DCAF1	RIP, VPRBP	9606	HGNC:30911
DCAF10	79269	DDB1 and CUL4 associated factor 10	DCAF10	WDR32	9606	HGNC:23686
WDR32	79269	DDB1 and CUL4 associated factor 10	DCAF10	WDR32	9606	HGNC:23686
DCAF11	80344	DDB1 and CUL4 associated factor 11	DCAF11	GL014, PRO2389, WDR23	9606	HGNC:20258
WDR23	80344	DDB1 and CUL4 associated factor 11	DCAF11	GL014, PRO2389, WDR23	9606	HGNC:20258
DCAF12	25853	DDB1 and CUL4 associated factor 12	DCAF12	CT102, KIAA1892, TCC52, WDR40A	9606	HGNC:19911
DCAF12L1	139170	DDB1 and CUL4 associated factor 12 like 1	DCAF12L1	KIAA1892L, WDR40B	9606	HGNC:29395
DCAF12L2	340578	DDB1 and CUL4 associated factor 12 like 2	DCAF12L2	WDR40C	9606	HGNC:32950
DCAF13	25879	DDB1 and CUL4 associated factor 13	DCAF13	GM83, HSPC064, Sof1, WDSOF1	9606	HGNC:24535
WDSOF1	25879	DDB1 and CUL4 associated factor 13	DCAF13	GM83, HSPC064, Sof1, WDSOF1	9606	HGNC:24535
DCAF15	90379	DDB1 and CUL4 associated factor 15	DCAF15	C19orf72	9606	HGNC:25095
DCAF16	54876	DDB1 and CUL4 associated factor 16	DCAF16	C4orf30	9606	HGNC:25987
DCAF17	80067	DDB1 and CUL4 associated factor 17	DCAF17	C20orf37, C2orf37	9606	HGNC:25784
DCAF4	26094	DDB1 and CUL4 associated factor 4	DCAF4	WDR21, WDR21A	9606	HGNC:20229
DCAF4L1	285429	DDB1 and CUL4 associated factor 4 like 1	DCAF4L1	WDR21B	9606	HGNC:27723
DCAF4L2	138009	DDB1 and CUL4 associated factor 4 like 2	DCAF4L2	WDR21C	9606	HGNC:26657
DCAF5	8816	DDB1 and CUL4 associated factor 5	DCAF5	BCRG2, BCRP2, D14S1461E, WDR22	9606	HGNC:20224
WDR22	8816	DDB1 and CUL4 associated factor 5	DCAF5	BCRG2, BCRP2, D14S1461E, WDR22	9606	HGNC:20224
DCAF6	55827	DDB1 and CUL4 associated factor 6	DCAF6	1200006M05Rik, ARCAP, IQWD1, MSTP055, NRIP	9606	HGNC:30002
IQWD1	55827	DDB1 and CUL4 associated factor 6	DCAF6	1200006M05Rik, ARCAP, IQWD1, MSTP055, NRIP	9606	HGNC:30002
DCAF7	10238	DDB1 and CUL4 associated factor 7	DCAF7	AN11, HAN11, SWAN-1, WDR68	9606	HGNC:30915
WDR68	10238	DDB1 and CUL4 associated factor 7	DCAF7	AN11, HAN11, SWAN-1, WDR68	9606	HGNC:30915
DCAF8	50717	DDB1 and CUL4 associated factor 8	DCAF8	GAN2, H326, WDR42A	9606	HGNC:24891
WDR42A	50717	DDB1 and CUL4 associated factor 8	DCAF8	GAN2, H326, WDR42A	9606	HGNC:24891
DCAF8L1	139425	DDB1 and CUL4 associated factor 8 like 1	DCAF8L1	WDR42B	9606	HGNC:31810
DCAF8L2	347442	DDB1 and CUL4 associated factor 8 like 2	DCAF8L2	WDR42C	9606	HGNC:31811
DCAKD	79877	dephospho-CoA kinase domain containing	DCAKD		9606	HGNC:26238
C5ORF20	140947	dendritic cell associated nuclear protein	DCANP1	C5orf20, DCNP1	9606	HGNC:24459
DCANP1	140947	dendritic cell associated nuclear protein	DCANP1	C5orf20, DCNP1	9606	HGNC:24459
DCBLD1	285761	discoidin, CUB and LCCL domain containing 1	DCBLD1	dJ94G16.1	9606	HGNC:21479
DCBLD2	131566	discoidin, CUB and LCCL domain containing 2	DCBLD2	CLCP1, ESDN	9606	HGNC:24627
DCC	1630	DCC netrin 1 receptor	DCC	CRC18, CRCR1, HGPPS2, IGDCC1, MRMV1	9606	HGNC:2701
DCD	117159	dermcidin	DCD	AIDD, DCD-1, DSEP, HCAP, PIF	9606	HGNC:14669
DCDC1	341019	doublecortin domain containing 1	DCDC1	DCDC5	9606	HGNC:20625
DCDC5	341019	doublecortin domain containing 1	DCDC1	DCDC5	9606	HGNC:20625
DCDC2	51473	doublecortin domain containing 2	DCDC2	DCDC2A, DFNB66, NPHP19, NSC, RU2	9606	HGNC:18141
DCDC2B	149069	doublecortin domain containing 2B	DCDC2B		9606	HGNC:32576
DCDC2C	728597	doublecortin domain containing 2C	DCDC2C		9606	HGNC:32696
DCHS1	8642	dachsous cadherin-related 1	DCHS1	CDH19, CDH25, CDHR6, FIB1, MVP2	9606	HGNC:13681
DCHS2	54798	dachsous cadherin-related 2	DCHS2	CDH27, CDHJ, CDHR7, PCDH23, PCDHJ	9606	HGNC:23111
DCK	1633	deoxycytidine kinase	DCK		9606	HGNC:2704
DCLK1	9201	doublecortin like kinase 1	DCLK1	CL1, CLICK1, DCAMKL1, DCDC3A, DCLK	9606	HGNC:2700
DCLK2	166614	doublecortin like kinase 2	DCLK2	CL2, CLICK-II, CLICK2, CLIK2, DCAMKL2	9606	HGNC:19002
DCLK3	85443	doublecortin like kinase 3	DCLK3	CLR, DCAMKL3, DCDC3C, DCK3	9606	HGNC:19005
DCLRE1A	9937	DNA cross-link repair 1A	DCLRE1A	PSO2, SNM1, SNM1A	9606	HGNC:17660
DCLRE1B	64858	DNA cross-link repair 1B	DCLRE1B	APOLLO, SNM1B, SNMIB	9606	HGNC:17641
DCLRE1C	64421	DNA cross-link repair 1C	DCLRE1C	A-SCID, DCLREC1C, RS-SCID, SCIDA, SNM1C	9606	HGNC:17642
DCN	1634	decorin	DCN	CSCD, DSPG2, PG40, PGII, PGS2	9606	HGNC:2705
DCP1A	55802	decapping mRNA 1A	DCP1A	HSA275986, Nbla00360, SMAD4IP1, SMIF	9606	HGNC:18714
DCP1B	196513	decapping mRNA 1B	DCP1B	DCP1	9606	HGNC:24451
DCP2	167227	decapping mRNA 2	DCP2	NUDT20	9606	HGNC:24452
DCPS	28960	decapping enzyme, scavenger	DCPS	ARS, DCS1, HINT-5, HINT5, HSL1	9606	HGNC:29812
DCST1	149095	DC-STAMP domain containing 1	DCST1		9606	HGNC:26539
DCST2	127579	DC-STAMP domain containing 2	DCST2		9606	HGNC:26562
DCSTAMP	81501	dendrocyte expressed seven transmembrane protein	DCSTAMP	FIND, TM7SF4, hDC-STAMP	9606	HGNC:18549
TM7SF4	81501	dendrocyte expressed seven transmembrane protein	DCSTAMP	FIND, TM7SF4, hDC-STAMP	9606	HGNC:18549
DCT	1638	dopachrome tautomerase	DCT	OCA8, TRP-2, TYRP2	9606	HGNC:2709
DCTD	1635	dCMP deaminase	DCTD		9606	HGNC:2710
DCTN1	1639	dynactin subunit 1	DCTN1	DAP-150, DP-150, P135	9606	HGNC:2711
DCTN2	10540	dynactin subunit 2	DCTN2	DCTN50, DYNAMITIN, HEL-S-77, RBP50	9606	HGNC:2712
DCTN3	11258	dynactin subunit 3	DCTN3	DCTN-22, DCTN22	9606	HGNC:2713
DCTN4	51164	dynactin subunit 4	DCTN4	DYN4, P62	9606	HGNC:15518
DCTN5	84516	dynactin subunit 5	DCTN5		9606	HGNC:24594
DCTN6	10671	dynactin subunit 6	DCTN6	WS-3, WS3, p27	9606	HGNC:16964
DCTPP1	79077	dCTP pyrophosphatase 1	DCTPP1	CDA03, RS21C6, XTP3TPA	9606	HGNC:28777
DCUN1D1	54165	defective in cullin neddylation 1 domain containing 1	DCUN1D1	DCNL1, DCUN1L1, RP42, SCCRO, SCRO	9606	HGNC:18184
DCUN1D2	55208	defective in cullin neddylation 1 domain containing 2	DCUN1D2	C13orf17, DCNL2	9606	HGNC:20328
DCUN1D3	123879	defective in cullin neddylation 1 domain containing 3	DCUN1D3	44M2.4, DCNL3, SCCRO3	9606	HGNC:28734
DCUN1D4	23142	defective in cullin neddylation 1 domain containing 4	DCUN1D4	DCNL4	9606	HGNC:28998
DCUN1D5	84259	defective in cullin neddylation 1 domain containing 5	DCUN1D5	DCNL5, SCCRO5	9606	HGNC:28409
DCX	1641	doublecortin	DCX	DBCN, DC, LISX, SCLH, XLIS	9606	HGNC:2714
DCXR	51181	dicarbonyl and L-xylulose reductase	DCXR	DCR, HCR2, HCRII, KIDCR, P34H	9606	HGNC:18985
DDA1	79016	DET1 and DDB1 associated 1	DDA1	C19orf58, PCIA1	9606	HGNC:28360
DDAH1	23576	dimethylarginine dimethylaminohydrolase 1	DDAH1	DDAH, DDAH-1, DDAHI, HEL-S-16	9606	HGNC:2715
DDAH2	23564	dimethylarginine dimethylaminohydrolase 2	DDAH2	DDAH, DDAHII, G6a, HEL-S-277, NG30	9606	HGNC:2716
DDB1	1642	damage specific DNA binding protein 1	DDB1	DDBA, UV-DDB1, XAP1, XPCE, XPE	9606	HGNC:2717
DDB2	1643	damage specific DNA binding protein 2	DDB2	DDBB, UV-DDB2, XPE	9606	HGNC:2718
DDC	1644	dopa decarboxylase	DDC	AADC	9606	HGNC:2719
DDHD1	80821	DDHD domain containing 1	DDHD1	PA-PLA1, PAPLA1, SPG28, iPLA1alpha	9606	HGNC:19714
DDHD2	23259	DDHD domain containing 2	DDHD2	SAMWD1, SPG54, iPLA(1)gamma, iPLA1gamma	9606	HGNC:29106
DDI1	414301	DNA damage inducible 1 homolog 1	DDI1		9606	HGNC:18961
DDI2	84301	DNA damage inducible 1 homolog 2	DDI2		9606	HGNC:24578
DDIAS	220042	DNA damage induced apoptosis suppressor	DDIAS	C11orf82, noxin	9606	HGNC:26351
DDIT3	1649	DNA damage inducible transcript 3	DDIT3	AltDDIT3, C/EBPzeta, CEBPZ, CHOP, CHOP-10	9606	HGNC:2726
DDIT4	54541	DNA damage inducible transcript 4	DDIT4	Dig2, REDD-1, REDD1	9606	HGNC:24944
DDIT4L	115265	DNA damage inducible transcript 4 like	DDIT4L	REDD2, Rtp801L	9606	HGNC:30555
DDN	23109	dendrin	DDN		9606	HGNC:24458
DDO	8528	D-aspartate oxidase	DDO	DASOX, DDO-1, DDO-2	9606	HGNC:2727
DDOST	1650	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	DDOST	AGER1, CDG1R, GATD6, OKSWcl45, OST	9606	HGNC:2728
DDR1	780	discoidin domain receptor tyrosine kinase 1	DDR1	CAK, CD167, DDR, EDDR1, HGK2	9606	HGNC:2730
TIGD1L	414771	DDR1 divergent transcript	DDR1-DT	DDR1-AS1, TIGD1L, bCX111D4.7, bPG70P20.2, bQB10J12.1	9606	HGNC:28694
DDR2	4921	discoidin domain receptor tyrosine kinase 2	DDR2	MIG20a, NTRKR3, TKT, TYRO10, WRCN	9606	HGNC:2731
C20ORF116	65992	DDRGK domain containing 1	DDRGK1	C20orf116, SEMDSH, UFBP1, dJ1187M17.3	9606	HGNC:16110
DDRGK1	65992	DDRGK domain containing 1	DDRGK1	C20orf116, SEMDSH, UFBP1, dJ1187M17.3	9606	HGNC:16110
DDT	1652	D-dopachrome tautomerase	DDT	D-DT, DDCT, MIF-2, MIF2	9606	HGNC:2732
DDTL	100037417	D-dopachrome tautomerase like	DDTL	DDT, KB-226F1.2	9606	HGNC:33446
DDX1	1653	DEAD-box helicase 1	DDX1	DBP-RB, UKVH5d	9606	HGNC:2734
DDX10	1662	DEAD-box helicase 10	DDX10	Dbp4, HRH-J8	9606	HGNC:2735
DDX11	1663	DEAD/H-box helicase 11	DDX11	CHL1, CHLR1, KRG2, WABS	9606	HGNC:2736
DDX12	440081	DEAD/H-box helicase 12, pseudogene	DDX12P	CHLR2, DDX12	9606	HGNC:2737
DDX12P	440081	DEAD/H-box helicase 12, pseudogene	DDX12P	CHLR2, DDX12	9606	HGNC:2737
DDX17	10521	DEAD-box helicase 17	DDX17	P72, RH70	9606	HGNC:2740
DDX18	8886	DEAD-box helicase 18	DDX18	Has1, MrDb	9606	HGNC:2741
DDX19A	55308	DEAD-box helicase 19A	DDX19A	DDX19-DDX19L, DDX19L	9606	HGNC:25628
DDX19B	11269	DEAD-box helicase 19B	DDX19B	DBP5, DDX19, RNAh	9606	HGNC:2742
DDX20	11218	DEAD-box helicase 20	DDX20	DP103, GEMIN3	9606	HGNC:2743
DDX21	9188	DExD-box helicase 21	DDX21	GUA, GURDB, RH-II/GU, RH-II/GuA	9606	HGNC:2744
DDX23	9416	DEAD-box helicase 23	DDX23	PRPF28, SNRNP100, U5-100K, U5-100KD, prp28	9606	HGNC:17347
DDX24	57062	DEAD-box helicase 24	DDX24		9606	HGNC:13266
DDX25	29118	DEAD-box helicase 25	DDX25	GRTH	9606	HGNC:18698
DDX27	55661	DEAD-box helicase 27	DDX27	DRS1, Drs1p, HSPC259, PP3241, RHLP	9606	HGNC:15837
DDX28	55794	DEAD-box helicase 28	DDX28	MDDX28	9606	HGNC:17330
DDX31	64794	DEAD-box helicase 31	DDX31	PPP1R25	9606	HGNC:16715
DDX39	10212	DExD-box helicase 39A	DDX39A	BAT1, BAT1L, DDX39, DDXL, URH49	9606	HGNC:17821
DDX39A	10212	DExD-box helicase 39A	DDX39A	BAT1, BAT1L, DDX39, DDXL, URH49	9606	HGNC:17821
BAT1	7919	DExD-box helicase 39B	DDX39B	BAT1, D6S81E, UAP56	9606	HGNC:13917
DDX39B	7919	DExD-box helicase 39B	DDX39B	BAT1, D6S81E, UAP56	9606	HGNC:13917
DDX3X	1654	DEAD-box helicase 3 X-linked	DDX3X	CAP-Rf, DBX, DDX14, DDX3, HLP2	9606	HGNC:2745
DDX3Y	8653	DEAD-box helicase 3 Y-linked	DDX3Y	DBY	9606	HGNC:2699
DDX4	54514	DEAD-box helicase 4	DDX4	VASA	9606	HGNC:18700
DDX41	51428	DEAD-box helicase 41	DDX41	ABS, MPLPF	9606	HGNC:18674
DDX42	11325	DEAD-box helicase 42	DDX42	DDX42P, RHELP, RNAHP, SF3B8, SF3b125	9606	HGNC:18676
DDX43	55510	DEAD-box helicase 43	DDX43	CT13, HAGE	9606	HGNC:18677
DDX46	9879	DEAD-box helicase 46	DDX46	PRPF5, Prp5	9606	HGNC:18681
DDX47	51202	DEAD-box helicase 47	DDX47	E4-DBP, HQ0256, MSTP162, RRP3	9606	HGNC:18682
DDX49	54555	DEAD-box helicase 49	DDX49	Dbp8, R27090_2	9606	HGNC:18684
DDX5	1655	DEAD-box helicase 5	DDX5	G17P1, HLR1, HUMP68, p68	9606	HGNC:2746
DDX50	79009	DExD-box helicase 50	DDX50	GU2, GUB, RH-II/GuB, mcdrh	9606	HGNC:17906
DDX51	317781	DEAD-box helicase 51	DDX51		9606	HGNC:20082
DDX52	11056	DExD-box helicase 52	DDX52	HUSSY19, ROK1	9606	HGNC:20038
DDX53	168400	DEAD-box helicase 53	DDX53	CAGE, CT26	9606	HGNC:20083
DDX54	79039	DEAD-box helicase 54	DDX54	DP97	9606	HGNC:20084
DDX55	57696	DEAD-box helicase 55	DDX55		9606	HGNC:20085
DDX56	54606	DEAD-box helicase 56	DDX56	DDX21, DDX26, NOH61	9606	HGNC:18193
DDX58	23586	DExD/H-box helicase 58	DDX58	RIG-I, RIG1, RIGI, RLR-1, SGMRT2	9606	HGNC:19102
DDX59	83479	DEAD-box helicase 59	DDX59	OFD5, ZNHIT5	9606	HGNC:25360
DDX6	1656	DEAD-box helicase 6	DDX6	HLR2, IDDILF, P54, RCK, Rck/p54	9606	HGNC:2747
DDX60	55601	DExD/H-box helicase 60	DDX60		9606	HGNC:25942
DDX60L	91351	DExD/H-box 60 like	DDX60L		9606	HGNC:26429
DEAF1	10522	DEAF1 transcription factor	DEAF1	MRD24, NEDHELS, NUDR, SPN, VSVS	9606	HGNC:14677
DECR1	1666	2,4-dienoyl-CoA reductase 1	DECR1	DECR, NADPH, SDR18C1	9606	HGNC:2753
DECR2	26063	2,4-dienoyl-CoA reductase 2	DECR2	PDCR, SDR17C1	9606	HGNC:2754
DEDD	9191	death effector domain containing	DEDD	CASP8IP1, DEDD1, DEFT, FLDED1, KE05	9606	HGNC:2755
DEDD2	162989	death effector domain containing 2	DEDD2	FLAME-3, FLAME3	9606	HGNC:24450
DEF6	50619	DEF6 guanine nucleotide exchange factor	DEF6	IBP, SLAT, SWAP70L	9606	HGNC:2760
DEF8	54849	differentially expressed in FDCP 8 homolog	DEF8		9606	HGNC:25969
DEFA1	1667	defensin alpha 1	DEFA1	DEF1, DEFA2, HNP-1, HP-1, HP1	9606	HGNC:2761
DEFA1B	728358	defensin alpha 1B	DEFA1B	HNP-1, HP-1, HP1	9606	HGNC:33596
DEFA3	1668	defensin alpha 3	DEFA3	DEF3, HNP-3, HNP3, HP-3, HP3	9606	HGNC:2762
DEFA4	1669	defensin alpha 4	DEFA4	DEF4, HNP-4, HP-4, HP4	9606	HGNC:2763
DEFA5	1670	defensin alpha 5	DEFA5	DEF5, HD-5	9606	HGNC:2764
DEFA6	1671	defensin alpha 6	DEFA6	DEF6, HD-6	9606	HGNC:2765
DEFB1	1672	defensin beta 1	DEFB1	BD1, DEFB-1, DEFB101, HBD1	9606	HGNC:2766
DEFB103A	414325	defensin beta 103A	DEFB103A	BD-3, DEFB-3, DEFB103, DEFB3, HBD3	9606	HGNC:15967
DEFB103B	55894	defensin beta 103B	DEFB103B	BD-3, DEFB-3, DEFB103, DEFB3, HBD-3	9606	HGNC:31702
DEFB104A	140596	defensin beta 104A	DEFB104A	BD-4, DEFB-4, DEFB104, DEFB4, hBD-4	9606	HGNC:18115
DEFB4	140596	defensin beta 104A	DEFB104A	BD-4, DEFB-4, DEFB104, DEFB4, hBD-4	9606	HGNC:18115
DEFB104B	503618	defensin beta 104B	DEFB104B	BD-4, DEFB-4, hBD-4	9606	HGNC:26165
DEFB106A	245909	defensin beta 106A	DEFB106A	BD-6, DEFB-6, DEFB106	9606	HGNC:18088
DEFB106B	503841	defensin beta 106B	DEFB106B	BD-6, DEFB-6	9606	HGNC:28879
DEFB107A	245910	defensin beta 107A	DEFB107A	BD-7, DEFB-7, DEFB107	9606	HGNC:18086
DEFB107B	503614	defensin beta 107B	DEFB107B	HsT21816	9606	HGNC:31918
DEFB108B	245911	defensin beta 108B	DEFB108B	DEFB-8, hBD-8	9606	HGNC:29966
DEFB110	245913	defensin beta 110	DEFB110	DEFB-10, DEFB-11, DEFB111	9606	HGNC:18091
DEFB112	245915	defensin beta 112	DEFB112	DEFB-12	9606	HGNC:18093
DEFB113	245927	defensin beta 113	DEFB113	DEFB-13	9606	HGNC:18094
DEFB116	245930	defensin beta 116	DEFB116	DEFB-16	9606	HGNC:18097
DEFB118	117285	defensin beta 118	DEFB118	C20orf63, DEFB-18, ESC42, ESP13.6	9606	HGNC:16196
DEFB119	245932	defensin beta 119	DEFB119	DEFB-19, DEFB-20, DEFB120, DEFB20, ESC42-RELA	9606	HGNC:18099
DEFB121	245934	defensin beta 121	DEFB121	DEFB21, ESC42RELC	9606	HGNC:18101
DEFB123	245936	defensin beta 123	DEFB123	DEFB-23, DEFB23, ESC42-RELD	9606	HGNC:18103
DEFB125	245938	defensin beta 125	DEFB125	DEFB-25	9606	HGNC:18105
DEFB126	81623	defensin beta 126	DEFB126	C20orf8, DEFB-26, DEFB26, HBD26, bA530N10.1	9606	HGNC:15900
DEFB127	140850	defensin beta 127	DEFB127	C20orf73, DEF-27, DEFB-27, DEFB27, bA530N10.2	9606	HGNC:16206
DEFB128	245939	defensin beta 128	DEFB128	DEFB-28, DEFB28, hBD-28	9606	HGNC:18106
DEFB129	140881	defensin beta 129	DEFB129	C20orf87, DEFB-29, DEFB29, bA530N10.3, hBD-29	9606	HGNC:16218
DEFB130	245940	defensin beta 130A	DEFB130A	DEFB-30, DEFB130, DEFB130L, DEFB30	9606	HGNC:18107
DEFB131	644414	defensin beta 131A	DEFB131A	DEFB-31, DEFB131	9606	HGNC:18108
DEFB132	400830	defensin beta 132	DEFB132	BD-32, DEFB-32, DEFB32, HEL-75, KFLL827	9606	HGNC:33806
DEFB4A	1673	defensin beta 4A	DEFB4A	BD-2, DEFB-2, DEFB102, DEFB2, DEFB4	9606	HGNC:2767
DEFB4B	100289462	defensin beta 4B	DEFB4B	DEFB4P	9606	HGNC:30193
DEGS1	8560	delta 4-desaturase, sphingolipid 1	DEGS1	DEGS, DEGS-1, DES1, Des-1, FADS7	9606	HGNC:13709
DEGS2	123099	delta 4-desaturase, sphingolipid 2	DEGS2	C14orf66, DES2, FADS8	9606	HGNC:20113
DEK	7913	DEK proto-oncogene	DEK	D6S231E	9606	HGNC:2768
KIAA0141	9812	DAP3 binding cell death enhancer 1	DELE1	DELE, DELE1(L), KIAA0141	9606	HGNC:28969
DEC1	50514	deleted in esophageal cancer 1	DELEC1	CTS9, DEC1	9606	HGNC:23658
FAM45A	404636	DENN domain containing 10	DENND10	FAM45A	9606	HGNC:31793
FAM45B	55855	DENND10 pseudogene 1	DENND10P1	FAM45B, FAM45BP, HT011	9606	HGNC:30886
KIAA1147	57189	DENN domain containing 11	DENND11	KIAA1147, LCHN, PRO2561	9606	HGNC:29472
DENND1A	57706	DENN domain containing 1A	DENND1A	FAM31A, KIAA1608	9606	HGNC:29324
DENND1B	163486	DENN domain containing 1B	DENND1B	C1ORF18, C1orf218, FAM31B	9606	HGNC:28404
DENND1C	79958	DENN domain containing 1C	DENND1C	FAM31C	9606	HGNC:26225
DENND2A	27147	DENN domain containing 2A	DENND2A	FAM31D, KIAA1277	9606	HGNC:22212
ST5	6764	DENN domain containing 2B	DENND2B	HTS1, ST5, p126	9606	HGNC:11350
DENND2C	163259	DENN domain containing 2C	DENND2C	dJ1156J9.1	9606	HGNC:24748
DENND2D	79961	DENN domain containing 2D	DENND2D		9606	HGNC:26192
DENND3	22898	DENN domain containing 3	DENND3		9606	HGNC:29134
DENND4A	10260	DENN domain containing 4A	DENND4A	IRLB, MYCPBP	9606	HGNC:24321
DENND4B	9909	DENN domain containing 4B	DENND4B	KIAA0476	9606	HGNC:29044
DENND4C	55667	DENN domain containing 4C	DENND4C	C9orf55, C9orf55B, RAB10GEF, bA513M16.3	9606	HGNC:26079
DENND5A	23258	DENN domain containing 5A	DENND5A	DEE49, EIEE49, RAB6IP1	9606	HGNC:19344
RAB6IP1	23258	DENN domain containing 5A	DENND5A	DEE49, EIEE49, RAB6IP1	9606	HGNC:19344
DENND5B	160518	DENN domain containing 5B	DENND5B		9606	HGNC:28338
DENND6A	201627	DENN domain containing 6A	DENND6A	AFI1A, FAM116A	9606	HGNC:26635
DENND6B	414918	DENN domain containing 6B	DENND6B	AFI1B, FAM116B	9606	HGNC:32690
FAM116B	414918	DENN domain containing 6B	DENND6B	AFI1B, FAM116B	9606	HGNC:32690
DENR	8562	density regulated re-initiation and release factor	DENR	DRP, DRP1, SMAP-3	9606	HGNC:2769
DEPDC1	55635	DEP domain containing 1	DEPDC1	DEP.8, DEPDC1-V2, DEPDC1A, SDP35	9606	HGNC:22949
DEPDC1B	55789	DEP domain containing 1B	DEPDC1B	BRCC3, XTP1	9606	HGNC:24902
DEPDC4	120863	DEP domain containing 4	DEPDC4	DEP.4	9606	HGNC:22952
DEPDC5	9681	DEP domain containing 5, GATOR1 subcomplex subunit	DEPDC5	DEP.5, FFEVF, FFEVF1	9606	HGNC:18423
DEPDC7	91614	DEP domain containing 7	DEPDC7	TR2, dJ85M6.4	9606	HGNC:29899
C10ORF10	11067	DEPP1 autophagy regulator	DEPP1	C10orf10, DEPP, FIG, Fseg	9606	HGNC:23355
DEPTOR	64798	DEP domain containing MTOR interacting protein	DEPTOR	DEP.6, DEPDC6	9606	HGNC:22953
DERA	51071	deoxyribose-phosphate aldolase	DERA	CGI-26, DEOC	9606	HGNC:24269
DERL1	79139	derlin 1	DERL1	DER-1, DER1, derlin-1	9606	HGNC:28454
DERL2	51009	derlin 2	DERL2	CGI-101, DERtrin-2, F-LAN-1, F-LANa, FLANa	9606	HGNC:17943
DERL3	91319	derlin 3	DERL3	C22orf14, IZP6, LLN2, derlin-3	9606	HGNC:14236
DES	1674	desmin	DES	CDCD3, CSM1, CSM2, LGMD1D, LGMD1E	9606	HGNC:2770
DESI1	27351	desumoylating isopeptidase 1	DESI1	D15Wsu75e, DESI2, DJ347H13.4, DeSI-1, FAM152B	9606	HGNC:24577
PPPDE2	27351	desumoylating isopeptidase 1	DESI1	D15Wsu75e, DESI2, DJ347H13.4, DeSI-1, FAM152B	9606	HGNC:24577
C1ORF121	51029	desumoylating isopeptidase 2	DESI2	C1orf121, CGI-146, DESI, DESI1, DeSI-2	9606	HGNC:24264
DESI2	51029	desumoylating isopeptidase 2	DESI2	C1orf121, CGI-146, DESI, DESI1, DeSI-2	9606	HGNC:24264
PPPDE1	51029	desumoylating isopeptidase 2	DESI2	C1orf121, CGI-146, DESI, DESI1, DeSI-2	9606	HGNC:24264
DET1	55070	DET1 partner of COP1 E3 ubiquitin ligase	DET1		9606	HGNC:25477
CCDC67	159989	deuterosome assembly protein 1	DEUP1	CCDC67	9606	HGNC:26344
DEXI	28955	Dexi homolog	DEXI	MYLE	9606	HGNC:13267
DFFA	1676	DNA fragmentation factor subunit alpha	DFFA	DFF-45, DFF1, ICAD	9606	HGNC:2772
DFFB	1677	DNA fragmentation factor subunit beta	DFFB	CAD, CPAN, DFF-40, DFF2, DFF40	9606	HGNC:2773
DGAT1	8694	diacylglycerol O-acyltransferase 1	DGAT1	ARAT, ARGP1, DGAT, DIAR7	9606	HGNC:2843
DGAT2	84649	diacylglycerol O-acyltransferase 2	DGAT2	ARAT, GS1999FULL, HMFN1045	9606	HGNC:16940
DGAT2L6	347516	diacylglycerol O-acyltransferase 2 like 6	DGAT2L6	DC3	9606	HGNC:23250
DGAT2L7P	646409	diacylglycerol O-acyltransferase 2 like 7, pseudogene	DGAT2L7P	DGAT2L7	9606	HGNC:44367
DGCR11	25786	DiGeorge syndrome critical region gene 11	DGCR11	DGS-D	9606	HGNC:17226
DGCR2	9993	DiGeorge syndrome critical region gene 2	DGCR2	DGS-C, IDD, LAN, SEZ-12	9606	HGNC:2845
DGCR9	26220	DiGeorge syndrome critical region gene 5	DGCR5	DGCR10, DGCR9, DGS-A, DGS-B, LINC00037	9606	HGNC:16757
DGCR6	8214	DiGeorge syndrome critical region gene 6	DGCR6		9606	HGNC:2846
DGCR6L	85359	DiGeorge syndrome critical region gene 6 like	DGCR6L	DGCR6	9606	HGNC:18551
DGCR8	54487	DGCR8 microprocessor complex subunit	DGCR8	C22orf12, DGCRK6, Gy1, pasha	9606	HGNC:2847
DGKA	1606	diacylglycerol kinase alpha	DGKA	DAGK, DAGK1, DGK-alpha	9606	HGNC:2849
DGKB	1607	diacylglycerol kinase beta	DGKB	DAGK2, DGK, DGK-BETA	9606	HGNC:2850
DGKD	8527	diacylglycerol kinase delta	DGKD	DGK-delta, DGKdelta, dgkd-2	9606	HGNC:2851
DGKE	8526	diacylglycerol kinase epsilon	DGKE	AHUS7, DAGK5, DAGK6, DGK, NPHS7	9606	HGNC:2852
DGKG	1608	diacylglycerol kinase gamma	DGKG	DAGK3, DGK-GAMMA	9606	HGNC:2853
DGKH	160851	diacylglycerol kinase eta	DGKH	DGKeta	9606	HGNC:2854
DGKI	9162	diacylglycerol kinase iota	DGKI	DGK-IOTA	9606	HGNC:2855
